description,image_url
benih cabai rawit GENIE isi kemasan 10 gramkemasan asli pabrik bintang asia,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/1/6/8e1325b7-615f-46c4-be01-64d507a2acc9.jpg?ect=4g
Pupuk Organik Hayati Biolokaisi botol 100ml--------------------------------------------------------pupuk ini berbahan dasar limbah organik yang kaya akan kandungan hormon untuk pertumbuhan pembungaan dan pembuahan tanaman anda antara lain:- meningkatkan hasil panen- mempercepat panen- mengurangi pupuk kimia- aman dan ramah lingkungancara pemakaian :1 tutup botol (10ml) dicampur dengan 1 liter air dan disemprotkan pada daun/tubuh tanaman dan disiramkan pada bagian bawah tanaman/batang/akar tanaman,https://images.tokopedia.net/img/cache/500-square/product-1/2020/6/17/9324521/9324521_be1e45e9-9c11-4bf1-a3c0-185d2cdeeda5_1280_1280?ect=4g
-------------------------------------Benih Benih Okra Hijau Naila IPB.Isi kemasan 1 pack = 50 benihKEMASAN PABRIK-------------------------------------Okra dapat ditanam di dataran rendah hingga tinggi.Warna buah hijau. Panjang buah rata-rata 20 cm.,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/42aaa288-93ab-4e4e-a367-41162be3c097.png?ect=4g
"Benih Bunga Matahari KANIGARA IPBIsi kemasan 50 benihKEMASAN PABRIK------------------------------------------------------------Benih Bunga Matahari Kanigara IPB mempunyai banyak bunga dalam satu tanaman lebih kurang 35 kuntum, mahkota bunga berwarna orange, terdiri satu bunga utama berukuran besar dan bunga lainya berukuran kecil ",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/550c8ba6-58ef-44d8-9eb1-bad17520c712.png?ect=4g
"bio pestisida LOKA HAMA isi 100mlkhusus utk pengendalian ulat dan kutu pada tanamanManfaat- Untuk Mengendalikan OPT (Organisme Pengganggu Tanaman) terutama dari jenis serangga dan ulat.- Penolak (repellent), penarik, antifertilitas (pemandul), dan pembunuh hama.Komposisiterbuat dari extrak/destilasi dalam bentuk emulsi dari bahan:- Syzygium aromaticum- Toona sureni- Liquid smoke- Surfaktancara pakai :1 tutup botol (10ml) dicampur dengan 1 liter air siap untuk disemprotkan ke bagian tanaman yg terkena seranganutk pencegahan dilakukan 1 kali seminggu",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/39e286a1-7eb8-4819-9670-746c7200e212.png?ect=4g
"--------------------------------------------------------
Judul Buku: Budidaya Cabai Panen Setiap Hari
Pengarang:
Prof. Dr. Muhamad Syukur
Dr. Rahmi Yunianti
Rahmansyah Darmawan, SP, MSi

Penerbit: Penebar Swadaya
Tahun Terbit: 2016
--------------------------------------------------------
Harga asli Rp 52.000 diskon 15% menjadi Rp 44.200

Deskripsi:
Panen cabai tiap hari? Hal ini bisa Anda lakukan dengan mudah jika mengetahui tips dan trik penanamannya. Cara yang dilakukan adalah dengan mengatur system penanamannya dan didukung oleh oleh pengetahuan tentang budidaya cabai di musim hujan maupun kemarau. Tentu hal ini bisa menjadi solusi untuk membuatnya tersedia dalam keadaan segar setiap saat, mengingat cabai termasuk sayuran yang tidak dapat disimpan lama. Panen cabai tiap hari juga bisa menjadi solusi untuk mengatasi fluktuasi harga cabai yang tinggi sehingga dapat menguntungkan berbagai pihak.

Dari buku ini, Anda dapat mendapatkan beberapa manfaat, diantaranya adalah
-	Pengelolaan penanaman terpadu agar panen setiap hari
-	Trik jitu tembus produksi cabai 15 ton/ha.
-	Varietas unggul dengan daya simpan lebih lama, toleran layu bateri, cocok di segala musim, adaptif di berbagai ketinggian tempat, masa panen panjang dan cocok untuk cabai olahan.",https://images.tokopedia.net/img/cache/500-square/product-1/2017/3/11/9324521/9324521_a441e5f2-9923-41c2-8616-de5a595c213e_2009_3153.jpg?ect=4g
Benih Terong Panjang Ungu Hibrida MUSTANG F1Kemasan Asli Cap Panah MerahIsi Kemasan 1100 butirSK Kementan 877/Kpts/TP.240/1/1999MUSTANG F1 merupakan terong ungu-violet panjang yang bisa beradaptasi dengan baik dari dataran rendah - menengah. Kualitas buah bagus dengan permukaan mengkilat. Memiliki dimensi ukuran buah 20 cm x 6 cm. Bobot buah rata-rata 150 - 200 gram. Jumlah buah per tanaman 25 - 30 buah. Bobot buah per tanaman 4 - 6 kg. Umur panen 50 HST. Potensi hasil 50 - 60 ton per hektar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/10/4/ad07359b-62b1-4675-b8ad-49841e175b13.png?ect=4g
"benih kacang tunggak ALBINA IPBisi kemasan 100 bijiHabitus tanaman merambat, tipe pertumbuhan indeterminate. Warna polong hijau, ujung polong ungu kemerahan, warna biji putih, kadar protein 23.98-24.26%, kadar lemak 0.90 -1.36%. Panjang polong 15.40 - 22.00 cm, diameter polong 5.71-7.85 mm. Jumlah biji per polong 13 butir. Bobot biji 100 butir 13.88-13.98 g, umur panen 60 HST. Jumlah polong per tanaman 54-64 buah. Potensi hasil biji kering 3.88-4.69 ton/ha. Polong dipanen muda untuk dikonsumsi.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/57f96d50-4746-4691-be4c-566638b58735.png?ect=4g
"Benih Pakcoy Hibrida NAULI F1Isi Kemasan 10 GramKemasan Asli Cap Panah MerahPakcoy NAULI F1 cocok ditanam untuk dataran rendahtinggi, vigor tanaman bagus, tanaman seragam, daun berlapis lilin, tanaman berbentuk membulatToleran terhadap Bercak Bakteri (Black rot) dan busuk hitam (Soft rot)Dapat dipanen pada umur 25-27 HST (Hari Setelah Tanam)Dalam setiap tanaman bobotnya dapat mencapai 450 600 gr/ tanamanPotensi hasil panennya dapat mencapai 37-40 ton/haKebutuhan benih 4000-5000 gr/ha*Ketahanan penyakit, umur panen, bobot dan potensi hasil tergantung pada lingkungan dan perlakuan budidayanya.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/10/4/6a50107e-ce5b-477a-911f-fb620f3d6805.png?ect=4g
"---------------------------------------------Benih Pepaya Callina IPB (IPB9).Isi kemasan 1 pack = 250 benih.SK Menteri Pertanian No. 2108/Kpts/SR.120/5/2010.---------------------------------------------Pepaya Callina IPB merupakan hasil karya Prof. Dr. Sriani Sujiprihati, dosen Dept. Agronomi dan Hortikultura IPB dan peneliti di Pusat Kajian Hortikultura Tropika (PKHT) IPB. Beliau wafat pada tahun 2011.Pepaya Callina dapat ditanam di dataran rendah hingga tinggi.Umur mulai berbunga: 4 bulan setelah tanamn.Umur petik: 8 bulan setelah tanam.Bentuk buah: silendris.Warna kulit buah: hijau lumutWarna daging buah: jinggaPanjang buah rata-rata: 23.5 cmDiameter buah rata-rata 9.3 cm.Bobot perbuah rata-rata 1.25 kg.Tingkat kemanisan 11 brix.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/e8860301-27c6-4605-8dc4-b07e3cf40d99.png?ect=4g
BENIH CABAI HABANERO FRANCISCAIsi Kemasan 25 butirkemasan pabrikCabai ini termasuk ke dalam Spesies Capsicum chinense. Merupakan salah satu cabai dari kelompok Habanero. Warna buah muda hijau tua. Warna buah matang Oranye. Rasa sangat pedas dengan tingkat kepedasan 300.000-500.000 Scoville Heat Unit (SHU). Rekomendasi ditanam pada pot berukuran 30 cm akan tetapi bisa juga pada pot atau polybag 20 cm. Adaptif di tanaman di dataran rendah.,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/5/f8d292e4-f516-462e-a413-2442981972f6.png?ect=4g
"BENIH KANGKUNG DARAT BANGKOK LP-1KEMASAN ASLI PANAH MERAHJumlah benih dalam kemasan 	: 500 benihSK Kementan			: 252/Kpts/TP.240/5/2000Varietas ini direkomendasikan untuk dataran rendah baik tanah sawah atau tegalan, tinggi tanaman 30 cm (saat panen cabut), umur panen 20-30 hari setelah tanam, warna batang silidris berlobang, warna batang dan warna daun hijau muda, rasa renyah dan manis, tekstur tidak berserat, daya simpan 2-3 hari setelah panen, tahan terhadap penyakit embun tepung,",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/5/67232e1a-1bb4-4cf8-a21b-3ed04a4623e6.png?ect=4g
"ROCKWOOL MERK CULTILENEharga tertera untuk 1 slab ukuran P.100xL.15xT.7,5cmakan dipotong menjadi 4 potongan untuk memudahkan pengiriman.Bagi anda yg tidak paham volume paket bahwa 100cmx15cmx7,5cm : 6000 = 1.875kg maka terhitung 2kg, jd ga usah protes lg kok busa berat banget, nah klo dipacking pakai kardus maka volumenya 2,2kg sudah mepet banget itu, klo ga paham juga buka google deh cara menghitung volumetrik paket ga usah protes di chating, selamat berbelanja",https://images.tokopedia.net/img/cache/500-square/product-1/2019/10/28/9324521/9324521_d005db86-070c-42da-82e2-15ead6f02abc_680_680?ect=4g
Benih Cabai unik RED HABANEROisi kemasan 25 benihKEMASAN PABRIK,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/6/d42fcf2e-3bd5-42ba-bbf3-86471bc98ae1.png?ect=4g
"Pupuk ABMIX Khusus Stroberi untuk 100 L.Sangat bagus untuk budidaya secara hidroponik, budidaya di lahan dan dalam pot dan pembibitan.Untuk tanaman : StroberiKeunggulan : Mengandung unsur hara makro (N, P, K, Ca, Mg dan S) dan unsur hara mikro, (Fe, Mn,Zn, Cu, B,Na dan Mo) yang lengkap sesuai kebutuhan tanaman, mudah diserap tanaman, mudah memenuhi kebutuhan nutrisi bagi tanaman, bahan-bahan 100% larut dalam air, tidak menyumbat sistem irigasi tetes.Cara pembuatan larutan stok :Stok A masukkan semua bahan nutrisi A dalam wadah tuangkan air hingga skala 0,5 L.Stok B masukkan semua bahan nutrisi B dalam wadah tuangkan air hingga skala 0,5 L.Pemakaian : Ambil 5 ml larutan stok A dan 5 ml stok B, tambahkan menjadi 1 L air.Untuk tanaman di lahan dan dalam pot : siramkan sebanyak 250 ml/tanaman dua kali seminggu.Untuk pembibitan : siramkan ke pembibitan setiap minggu.Untuk hidroponik : langsung digunakan untuk hidroponik.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/2/f7942e69-fb88-4700-8168-2e62e5e4377b.jpg?ect=4g
"--------------------------------------------------------Benih Cabai Unik LEMON DROPIsi kemasan 1 pack = 25 benih,KEMASAN PABRIK---------------------------------------------------------",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/6/ffbb4220-d31a-4813-9567-97d7bdbd2ff7.png?ect=4g
"Benih Cabai HOT BANANAisi kemasan 25 butirkemasan pabrikUkuran cabai 15-20 cm, buah muda berwarna hijau kekuningan. Warna buah matang merah. Rasa cabai sangat pedas. Rekomendasi ditanam pada pot ukuran diameter 30 cm. ",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/1/29/51026706-dda5-41db-98a0-efdec588e4ec.png?ect=4g
"---------------------------------------Benih Bunga Zinnia Mix, isi kemasan 1 pack = 50 benih,KEMASAN PABRIK---------------------------------------Zinnia Mix terdiri dari berbagai warna dalam satu kemasan. Masing-masing benih tidak dapat diprediksikan akan menghasilkan tanaman yang berbunga seperti apa; juga tidak dapat dipastikan apakah dalam satu kemasan mencakup semua warna seperti tampak pada label. Ada tanaman yang berbunga satu lapis, ada pula yang berlapis-lapis; berwarna merah, pink, oranye, kuning, atau putih. Tinggi tanaman 50-70 cm. Umur berbunga 75-90 HST.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/4/468423b3-6ad9-4c59-a8e3-c32520226d0a.png?ect=4g
"harga tertera untuk 1 set (A&B)Pupuk/Nutrisi AB Mix PLATINUM Melon untuk 100 L.Sangat bagus untuk budidaya secara hidroponik, budidaya dalam pot dan pembibitan. Untuk tanaman : MelonDengan Kandungan Nutrisi : N-NO3	21.03 % 			                   FeEDTA		4.96 ppmN-NH4 	  1.20 % 				        FeEDDHA		1.84 ppmK                   32.98 % 				        MnEDTA		1.97 ppmCa                 16.83 % 				        ZnEDTA		0.25 ppmP                     8.27 % 				        CuEDTA		0.07 ppmMg                  8.17 % 				        B				0.07 ppmS                   10.87 % 			                   Mo			0.07 ppm                                                                                    Na			0.07 ppmKeunggulan : Mengandung unsur hara makro (N, P, K, Ca, Mg dan S) dan unsur hara mikro, (Fe, Mn,Zn, Cu, B,Na dan Mo) yang lengkap sesuai kebutuhan tanaman, mudah diserap tanaman, mudah memenuhi kebutuhan nutrisi bagi tanaman, bahan-bahan 100% larut dalam air, tidak menyumbat sistem irigasi tetes.Cara pembuatan larutan stok :	 Stok A masukkan semua bahan nutrisi A dalam wadah tuangkan air hingga skala 0,5 L.Stok B masukkan semua bahan nutrisi B dalam wadah tuangkan air hingga skala 0,5 L.Pemakaian : Ambil 5 ml larutan stok A dan 5 ml stok B, tambahkan menjadi 1 L air. Untuk tanaman dalam pot : siramkan sebanyak 250 ml/tanaman dua kali seminggu. Untuk pembibitan : siramkan ke pembibitan setiap minggu. Untuk hidroponik : langsung digunakan untuk hidroponik.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/9a4ddfcd-c468-4001-ab67-2dce1c8cd971.png?ect=4g
"---------------------------------------Benih Kenikir Bunga Kuning TumpukIsi kemasan 1 pack = 100 benih, dalam kemasaan aluminium foil.---------------------------------------Cocok untuk dataran rendah hingga tinggi. Warna daun hijau. Warna bunga kuning. Cocok sebagai tanaman hias.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/9/6/d2bdcf85-5d4b-4492-a3bc-5d53ab2a4ee0.jpg?ect=4g
"Polybag ukuran 20 cm x 25 cm. Isi kemasan = 20 lembar. Lebar 20 cm, tinggi 25 cm. Berlubang dan dapat berdir Berlubang dan dapat berdiri. Dalam keadaan terisi media, diameternya kira-kira 12.7 cm.Cara mengukur polibagHaloo sobat benih dramaga !! Kali ini kita ingin membahas tentang cara mengukur polybag,Banyak orang yang belum tahu dan akhirnya salah paham tentang ukuran polibag. Ada yang bilang ""katanya polibag 20 x 25 tapi kok panjangnya 25 lebarnya cuma 10"". Nah sekarang mari kita bahas, 20 x 25 itu hitungannya seperti ini, panjang 25 dan jika bagian atas polibag dibuka dan ditarik sehingga menjadi 2 lapis plastik maka panjangnya adalah 20. atau jika masih kurang paham coba potong bagian bawah polibag lalu bentangkan, nah ukurannya akan menjadi 20 x 25",https://images.tokopedia.net/img/cache/500-square/product-1/2016/10/16/9324521/9324521_0641a2d0-cfa0-4e54-848f-d26619acd663.jpg?ect=4g
"-------------------------------------------------------------------------------Polybag ukuran 10 cm x 10 cm.Isi kemasan = 100 lembar.Berlubang dan dapat berdiri.Dalam keadaan terisi media, diameternya lebih kurang 6.4 cm.polybag kecil Cocok untuk pembibitan tanaman sayuran buah, seperti cabai, tomat, terong, semangka, melon dll.---------------------------------------------------------------------------------",https://images.tokopedia.net/img/cache/500-square/product-1/2016/6/18/48976028/48976028_3839b716-2f28-451b-a58e-eb7f3256f208.jpg?ect=4g
"Benih Cabai Rawit Putih Merunduk PULAIPILA PUTIHisi kemasan 350 butirKEMASAN PABRIKTanda Daftar Var no.495/Kpts/SR.120/2/2013KODE varietas RJHL 01-----------------------------------------------------------------Cocok untuk dataran rendah sampai tinggiVigor tanaman bagus denganpembuahan lebatWarna buah putih gadingRasa ekstra pedasUkuran buah besar , panjang 7 - 8 cm, diameter 15 mmPotensi hasil per pohon 700 – 800 grUmurpanen 95 - 100 HSSToleran layu bakteri",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/6/c86a3fa7-286b-4431-83cc-9bea6882bf4f.png?ect=4g
"-------------------------------------Benih Benih Okra Ungu Zahira IPB.Isi kemasan 1 pack = 50 benihKEMASAN PABRIK-------------------------------------Okra dapat ditanam di dataran rendah hingga tinggi.Warna buah ungu, warna bunga merah. Panjang buah rata-rata 20 cm.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/5/39bf3145-e472-43d2-b6f8-d3414c58c7ab.png?ect=4g
"-------------------------------------------------------Benih Cabai Unik THAI PUMPKIN, Isi kemasan 1 pack = 25 benih,KEMASAN PABRIK-------------------------------------------------------THAI PUMPKIN merupakan spesies Capsicum bacatum yang berasal dari Thailand. Bentuknya unik, menyerupai labu (pumpkin) mini. Warna buah merah cerah. Rasanya sangat pedas dengan tingkat kepedasan lebih dari 36.000 SHU. ",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/16/402a09ba-c968-475d-a8aa-539400d68c55.jpg?ect=4g
"---------------------------------------------------benih kacang tunggak merah TG2isi keamasan 100 benihkemasan alumunium foil------------------------------------------------------polong kacang berwarna ungu, biji berwarna merah marun, polong dipanen muda untuk dikonsumsi, ukuran tanaman pendek (perdu)",https://images.tokopedia.net/img/cache/500-square/product-1/2019/11/1/9324521/9324521_081c92c1-ec21-4fb6-9011-fee71c0d173c_1280_1280?ect=4g
"Benih BLUSTRU PANJANGIsi Kemasan 30 butirWarna buah hijau , panjang buah 50-100 cm, bobot per buah 250 – 300 gram dan cocok untuk dataran rendah hingga menengah.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/28/72f8aa56-edb3-446b-8654-152b8f5a8175.jpg?ect=4g
"----------------------------------------------------------------Benih Tomat Sayur/Sambal REMPAI, isi kemasan 1 pack = 1 gram (400 biji)kemasan asli Bintang Asia.SK Menteri Pertanian No. 4982/Kpts/SR.120/12/2011-----------------------------------------------------------------Tipe tanaman determinate, bentuk buah bulat sebesar kelereng. Jumlah buah 25-30 buah/kg. Co-cok untuk campuran sayur dan sambal, rasa asam. Umur panen 70-75 hst. Potensi produksi 2-3 kg/tanaman. Cocok di dataran rendah - tinggi.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/2/4/c179c6b3-cb34-4ff6-9dd1-d84453de315a.png?ect=4g
"Benih Tomat Cherry Chung IPB.Isi 1 pack = 300 benihKEMASAN PABRIK---------------------------------------------Tomat ini dapat tumbuh dengan baik di dataran rendah hingga tinggi. Ukuran buah kecil dan sangat lebat. Rasa buah asam segar. Sangat cocok untuk dibuat sambal, sehingga merupakan tomat sambel pavorit untuk wilayah Sumatera Selatan, Lampung, Jambi dan Bengkulu.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/23/b0203a45-a056-4a29-acd5-8795f3e6f041.jpg?ect=4g
"----------------------------------------------Benih Kenikir Bunga Pink ASWANA IPBIsi kemasan 1 pack = 100 benih, KEMASAN PABRIK----------------------------------------------Cocok untuk dataran rendah hingga tinggi. Umur panen daun sekitar 42 HST dan umur panen biji sekitar 68 HST. Tinggi tanaman sekitar 35 cm. Warna batang hijau keunguan. Panjang daun sekitar 22 cm, lebar daun sekitar 16 cm dan warna daun hijau kuat. Warna bunga pink. Bobot 1000 biji sekitar 14 g.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/5f23f8a4-49fe-4f2a-a6dc-152dd7fe20e3.png?ect=4g
"nutrisi hidroponik platinum untuk cabaiisi kemasan untuk 100 liter airkandungan stok A :Calcium NitratePotassium NitrateFeEDTAFeEDDHAkandungan stok B :Potassium NitrateSulphate of PotashMonopotassium PhosphateMagnesium SulphateAmmonium Sulphate (ZA)Boric AcidZnEDTAMnEDTACuEDTASodium MolibdatPembuatan larutan stok:- Stok A: Masukkan semua bahan nutrisi A dalam wadah berskala, tuangkan air hingga skala 0.5 L.- Stok B: Masukkan semua bahan nutrisi B dalam wadah berskala, tuangkan air hingga skala 0.5 L.Pemakaian:- Ambil 5 ml larutan stok A dan 5 ml stok B, tambahkan menjadi 1 L air.- Untuk tanaman dalam pot dan lahan perkebunan: siramkan sebanyak 250 ml/tanaman, dua kali seminggu.- Untuk pembibitan: siramkan ke pembibitan setiap minggu.- Untuk hidroponik: langsung digunakan untuk hidroponik.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/20/28785819-9576-4727-bbd9-4582456bfc99.png?ect=4g
"1 botol isi 1 literEM4 Pertanian adalah bakteri fermentasi dan bahan organik tanah yang menyuburkan tanaman dan menyehatkan tanah.Komposisi:Bakteri pelarut fosfat: 3,4 juta, Lactobacillus: Yeast: 1950, Actinomycetes: +, Bakteri fontosintesis: +, E. Coli: 0, Salmonella: 0, C-Organik: 1,88% w/w, Nitrogen; 0,68% w/w, Pppm, Kppm, Aluminium: Petunjuk pemakaian:- Pembuatan pupuk organik Bokashi padatCampurkan bahan-bahan organik secara merata, siramkan larutan EM4 yang telah dicampur dengan gula/molase dan air (buat adonan dengan kadar air Selanjutnya fermentasi selama satu minggu dalam keadaan tetutup. Pupuk siap digunakan setelah diangin-anginkan. 1 liter EM4 cukup untuk membuat 1 ton pupuk organik Bokashi. Pupuk organik Bokashi padat dapat digunakan sebagai pupuk dasar.-Pembuatan pupuk Bokashi cairCampurkan 1 liter EM4 + 1 liter molase + 50 liter air, tambahkan 20kg kotoran ternak dan aduk secara merata kemudian fermentasikan selama 2 minggu. Pupuk organik Bokashi cair dapat digunakan sebagai pupuk susulan untuk pemeliharaan.-Digunakan langsung pada tanaman sayur, bunga dan buahLarutan 1 cc EM4 ke dalam 1 liter air. Siramkan pada tanaman tiap 2 minggu sekali.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/1/22/0816df1d-d827-4172-a4ca-824169c16b42.jpg?ect=4g
